"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z1E29E60395161895,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-01-25,8,lb,2.00,7.00,5.00,in,13.00,11.00,6.00,858.00,194.00,PKG,"GLEN BURNIE",MD,21061,US,LINDON,UT,84042,US,20.27,30.54,6.19,19.53,59.00,11.52,14.08,9.45,2.18,15.25,1.44,0.00,0.00,1.44,0.74,0.81,0.00,0.81,17.07,10.89,6.18
,1Z249V6A0313444462,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-01,5,lb,1.00,12.00,8.00,in,19.00,9.00,9.00,"1,539.00",194.00,PKG,CATOOSA,OK,74015,US,LINDON,UT,84042,US,17.90,30.00,5.37,17.90,59.00,10.56,12.53,9.45,1.91,15.25,1.44,0.00,0.00,1.44,0.47,0,0,0,14.44,10.89,3.55
,1Z2A921X0345755615,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,14.00,18.00,14.00,in,30.00,9.00,9.00,"2,430.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,26.42,33.50,8.85,22.18,66.00,14.64,17.57,9.45,2.81,16.00,1.51,0.00,0.00,1.51,1.3,16.24,7.25,8.99,36.62,18.21,18.41
,1Z2A921X0346125802,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,13.00,15.00,13.00,in,41.00,7.00,7.00,"2,009.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,23.33,33.48,7.81,20.95,66.00,13.83,15.52,9.45,2.48,16.00,1.51,0.00,0.00,1.51,0.97,13.08,5.8,7.28,31.08,16.76,14.32
,1Z2A921X0346182778,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,38.00,38.00,38.00,in,0.00,0.00,0.00,0.00,194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,47.68,38.51,18.36,47.68,69.00,32.90,29.32,14.78,4.69,16.00,2.36,0.00,0.00,2.36,2.33,77.83,36.25,41.58,111.84,53.39,58.45
,1Z2A921X0347395386,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,34.00,36.00,34.00,in,61.00,9.00,9.00,"4,941.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,46.42,38.50,17.87,43.80,69.00,30.22,28.55,13.58,9.65,16.00,4.89,0.00,0.00,4.89,4.76,58.09,27.88,30.21,96.29,46.35,49.94
,1Z2A921X0347464391,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-22,6,lb,34.00,34.00,34.00,in,61.00,9.00,8.00,"4,392.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,43.80,38.49,16.86,43.80,69.00,30.22,26.94,13.58,9.39,16.00,2.17,0.00,0.00,2.17,7.22,57.99,27.88,30.11,62.57,26.63,35.94
,1Z2A921X0347478859,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-23,6,lb,40.00,40.00,40.00,in,22.00,13.00,13.00,"3,718.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,49.92,38.50,19.22,49.92,69.00,34.44,30.70,15.48,4.91,16.00,2.48,0.00,0.00,2.48,2.43,62.68,29,33.68,98.29,46.96,51.33
,1Z2A921X0347990661,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-23,6,lb,13.00,15.00,13.00,in,41.00,7.00,7.00,"2,009.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,23.33,33.48,7.81,20.95,66.00,13.83,15.52,9.45,2.48,16.00,1.51,0.00,0.00,1.51,0.97,13.08,5.8,7.28,31.08,16.76,14.32
,1Z2R0E660349019154,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-03-22,3,lb,11.00,11.00,11.00,in,12.00,11.00,6.00,792.00,194.00,PKG,WATONGA,OK,"73772 4230",US,CANADIAN,TX,79014,US,15.64,31.59,4.94,15.70,66.00,10.36,10.70,9.45,3.91,15.75,3.72,0.00,0.00,3.72,0.19,15.59,14.15,1.44,30.20,27.32,2.88
,1Z2R0E660350447386,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-06,3,lb,4.00,6.00,5.00,in,12.00,11.00,6.00,792.00,194.00,PKG,WATONGA,OK,"73772 4230",US,CANADIAN,TX,79014,US,14.13,24.27,3.43,13.95,59.00,8.23,10.70,9.45,3.85,15.25,3.60,0.00,0.00,3.6,0.25,15.59,14.15,1.44,30.14,27.20,2.94
,1Z2R0E660351731174,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-03-22,5,lb,11.00,20.00,14.00,in,16.00,13.00,13.00,"2,704.00",194.00,PKG,WATONGA,OK,"73772 4230",US,LINDON,UT,84042,US,24.06,34.79,8.37,19.75,66.00,13.04,15.69,9.45,2.47,15.75,1.49,0.00,0.00,1.49,0.98,0.91,0.00,0.91,19.07,10.94,8.13
,1Z2X40100398637647,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Resi(D)","GROUND RESIDENTIAL COLLECT",FedEx,Home(D),2024-01-26,5,lb,27.00,53.00,38.00,in,26.00,20.00,14.00,"7,280.00",194.00,PKG,TOMBALL,TX,77375,US,HUDSON,CO,80642,US,47.70,33.40,15.93,38.67,69.00,26.68,31.77,11.99,6.99,15.25,3.43,0.00,0.00,3.43,3.56,13.35,10.48,2.87,52.11,25.90,26.21
,1Z38E69R0314297746,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-01-31,5,lb,28.00,39.00,28.00,in,25.00,24.00,9.00,"5,400.00",194.00,PKG,WILLISTON,ND,58801,US,LINDON,UT,84042,US,30.84,20.36,6.28,30.84,69.00,21.28,24.56,9.56,3.74,15.25,1.46,0.00,0.00,1.46,2.28,0,0,0,28.30,11.02,17.28
,1Z3X914A0158293922,00003X914A,0000003X914A114,2024-03-16,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-03-11,107,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,,,,,WHEELING,WV,26003,US,106.00,44.00,46.64,104.91,78.00,81.83,59.36,26.21,10.98,16.75,4.91,0.00,0.00,4.91,6.07,6.20,3.08,3.12,76.54,34.20,42.34
,1Z3X914A0159170991,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-02-08,108,lb,13.00,15.00,13.00,in,21.00,12.00,8.00,"2,016.00",194.00,PKG,,UT,,,MIAMI,FL,33122,US,233.81,42.68,99.78,233.81,78.00,182.37,134.03,51.44,22.79,17.00,8.74,0.00,0.00,8.74,14.05,0,0,0,156.82,60.18,96.64
,1Z3X914A0159569178,00003X914A,0000003X914A154,2024-04-13,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-04-09,106,lb,20.00,21.00,20.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,840421677,US,BOERNE,TX,78006,US,237.96,40.32,95.94,237.96,78.00,185.61,142.02,52.35,24.08,16.50,9.29,0.00,0.00,9.29,14.79,7.8,7.8,0,170.05,65.59,104.46
,1Z3X914A0190228549,00003X914A,0000003X914A134,2024-03-30,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-26,104,lb,4.00,6.00,5.00,in,12.00,11.00,6.00,792.00,194.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,119.59,49.50,59.20,105.27,78.00,82.11,60.39,26.21,10.27,17.00,4.46,0.00,0.00,4.46,5.81,0,0,0,70.66,30.67,39.99
,1Z3X914A0190282221,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-03-07,105,lb,28.00,48.00,35.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,VICTORIA,UT,77901,US,LOUISVILLE,KY,40241,US,344.28,29.06,100.05,344.28,78.00,268.54,244.23,75.74,41.52,17.00,12.88,0.00,0.00,12.88,28.64,0,0,0,285.75,88.62,197.13
,1Z3X914A0190686509,00003X914A,0000003X914A144,2024-04-06,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-04-03,106,lb,3.00,9.00,7.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,GARY,IN,46404,US,154.63,49.50,76.54,145.53,78.00,113.51,78.09,32.02,13.28,17.00,5.44,0.00,0.00,5.44,7.84,0,0,0,91.37,37.46,53.91
,1Z3X914A0190724584,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-21,106,lb,82.00,115.00,82.00,in,54.00,21.00,14.00,"15,876.00",194.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,727.36,24.79,180.32,727.36,78.00,567.34,547.04,160.02,104.46,17.50,36.31,0.00,0.00,36.31,68.15,49.9,47.45,2.45,701.40,243.78,457.62
,1Z3X914A0191356980,00003X914A,0000003X914A094,2024-03-02,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-26,104,lb,14.00,23.00,17.00,in,24.00,13.00,10.00,"3,120.00",194.00,PKG,VICTORIA,TX,77901,US,ODESSA,TX,79765,US,206.83,34.43,71.21,206.83,78.00,161.33,135.62,45.50,23.73,17.50,7.96,0.00,0.00,7.96,15.77,0,0,0,159.35,53.46,105.89
,1Z3X914A0191380739,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,78.00,219.10,153.94,61.80,26.17,17.00,10.51,0.00,0.00,10.51,15.66,0,0,0,180.11,72.31,107.80
,1Z3X914A0191666145,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,26.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,46.42,130.39,280.90,78.00,219.10,150.51,61.80,25.59,17.00,10.51,0.00,0.00,10.51,15.08,0,0,0,176.10,72.31,103.79
,1Z3X914A0191748333,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-01-30,105,lb,18.00,18.00,18.00,in,49.00,6.00,6.00,"1,764.00",194.00,PKG,LINDON,UT,84042,US,WEATHERFORD,TX,76087,US,233.99,44.00,102.96,232.34,78.00,181.23,131.03,51.11,29.27,16.75,10.06,0.00,0.00,10.06,19.21,43.8,40.68,3.12,172.35,70.10,102.25
,1Z3X914A0192245517,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,106,lb,2.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,"BATTLE CREEK",MI,49015,US,94.14,44.00,41.42,93.18,78.00,72.68,52.72,26.21,8.96,17.00,4.46,0.00,0.00,4.46,4.5,0,0,0,61.68,30.67,31.01
,1Z3X914A0192347701,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-02-06,107,lb,2.00,4.00,3.00,in,10.00,7.00,6.00,420.00,194.00,PKG,LINDON,UT,84042,US,MILLERSBURG,OH,44654,US,122.10,38.55,47.07,122.10,78.00,95.24,75.03,26.86,14.81,17.00,6.08,0.00,0.00,6.08,8.73,12.05,8.93,3.12,101.89,41.87,60.02
,1Z3X914A0192351992,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-21,106,lb,86.00,129.00,92.00,in,54.00,22.00,15.00,"17,820.00",194.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,785.95,21.92,172.31,785.95,78.00,613.04,613.64,172.91,116.12,17.50,38.56,0.00,0.00,38.56,77.56,49.9,47.45,2.45,779.66,258.92,520.74
,1Z3X914A0192508340,00003X914A,0000003X914A124,2024-03-23,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-20,105,lb,4.00,8.00,6.00,in,61.00,4.00,4.00,976.00,194.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,147.13,49.50,72.83,133.63,78.00,104.23,74.30,29.40,18.42,16.75,10.90,0.00,0.00,10.9,7.52,35.7,35.7,0,128.42,76.00,52.42
,1Z3X914A0192595676,00003X914A,0000003X914A523,2023-12-30,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2023-12-27,105,lb,24.00,29.00,24.00,in,25.00,13.00,12.00,"3,900.00",194.00,PKG,LINDON,UT,84042,US,WATONGA,OK,73772,US,255.09,33.23,84.77,255.09,78.00,198.97,170.32,56.12,28.09,15.25,10.17,0.00,0.00,10.17,17.92,13.9,10.6,3.3,212.31,76.89,135.42
,1Z3X914A0192920359,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-31,103,lb,10.00,21.00,15.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,100.52,32.24,32.41,100.52,78.00,78.41,68.11,26.21,12.23,16.75,4.80,0.00,0.00,4.8,7.43,4.90,2.45,2.45,85.24,33.46,51.78
,1Z3X914A0193128526,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,78.00,219.10,153.94,61.80,26.17,17.00,10.51,0.00,0.00,10.51,15.66,0,0,0,180.11,72.31,107.80
,1Z3X914A0193231959,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-19,105,lb,8.00,7.00,8.00,in,10.00,7.00,5.00,350.00,194.00,PKG,LINDON,UT,84042,US,SEMINOLE,TX,79360,US,145.65,45.54,66.33,145.65,78.00,113.61,79.32,32.04,13.47,16.00,5.52,0.00,0.00,5.52,7.95,4.90,2.45,2.45,97.69,40.01,57.68
,1Z3X914A0193707016,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-01,106,lb,5.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,SHREVEPORT,LA,71129,US,152.39,42.38,64.59,152.39,78.00,118.86,87.80,33.53,15.37,17.50,5.87,0.00,0.00,5.87,9.5,0,0,0,103.17,39.40,63.77
,1Z3X914A0193817666,00003X914A,0000003X914A094,2024-03-02,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-23,105,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,113.24,42.92,48.60,113.24,78.00,88.33,64.64,26.21,11.31,17.50,4.59,0.00,0.00,4.59,6.72,0,0,0,75.95,30.80,45.15
,1Z3X914A0194144122,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-30,105,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,113.24,42.92,48.60,113.24,78.00,88.33,64.64,26.21,10.82,16.75,4.39,0.00,0.00,4.39,6.43,0,0,0,75.46,30.60,44.86
,1Z3X914A0194170022,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-01,104,lb,1.00,4.00,3.00,in,10.00,7.00,6.00,420.00,194.00,PKG,LINDON,UT,84042,US,"SAN FRANCISCO",CA,94124,US,92.17,36.71,33.84,92.17,78.00,71.89,58.33,26.21,10.21,17.50,4.59,0.00,0.00,4.59,5.62,0,0,0,68.54,30.80,37.74
,1Z3X914A0194331189,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-01-25,102,lb,9.00,22.00,16.00,in,25.00,12.00,10.00,"3,000.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,75.59,33.54,25.35,75.59,78.00,58.96,50.24,26.21,8.82,16.75,4.80,0.00,0.00,4.8,4.02,4.90,2.45,2.45,63.96,33.46,30.50
,1Z3X914A0194528753,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,78.00,219.10,153.94,61.80,26.17,17.00,10.51,0.00,0.00,10.51,15.66,0,0,0,180.11,72.31,107.80
,1Z3X914A0194790111,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-16,107,lb,40.00,61.00,44.00,in,25.00,24.00,14.00,"8,400.00",194.00,PKG,LINDON,UT,84042,US,RIVERVIEW,MI,48193,US,457.70,23.33,106.80,457.70,78.00,357.01,350.90,100.69,60.53,17.25,17.37,0.00,0.00,17.37,43.16,0,0,0,411.43,118.06,293.37
,1Z3X914A0195089306,00003X914A,0000003X914A134,2024-03-30,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-25,106,lb,28.00,28.00,28.00,in,24.00,12.00,12.00,"3,456.00",194.00,PKG,LINDON,UT,84042,US,DAYTON,TX,77535,US,315.61,49.50,156.23,312.83,78.00,244.01,159.38,68.82,27.77,17.00,12.37,0.00,0.00,12.37,15.4,3.95,3.95,0,191.10,85.14,105.96
,1Z3X914A0195174606,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-24,106,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77032,US,119.65,44.00,52.65,117.36,78.00,91.54,67.00,26.21,10.72,16.75,4.39,0.00,0.00,4.39,6.33,0,0,0,77.72,30.60,47.12
