"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z3X914A0391302917,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-27,6,lb,43.00,43.00,43.00,in,24.00,12.00,12.00,"3,456.00",194.00,PKG,LINDON,UT,84042,US,VICTORIA,TX,77901,US,55.07,38.50,21.20,55.37,69.00,38.21,33.87,17.16,5.42,16.00,2.75,0.00,0.00,2.75,2.67,0,0,0,39.29,19.91,19.38
,1Z3X914A0391311872,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-25,5,lb,41.00,48.00,41.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,41.60,31.63,13.16,41.60,69.00,28.70,28.44,12.90,5.10,15.75,2.65,0.00,0.00,2.65,2.45,3.95,3.95,0,37.49,19.50,17.99
,1Z3X914A0391316313,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-11,5,lb,6.00,15.00,11.00,in,21.00,12.00,8.00,"2,016.00",194.00,PKG,LINDON,UT,84042,US,"BIG SPRING",TX,79720,US,18.65,27.83,5.19,18.65,66.00,12.31,13.46,9.45,2.85,15.25,1.81,0.00,0.00,1.81,1.04,4.90,2.45,2.45,21.21,13.71,7.50
,1Z3X914A0391317607,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,4.00,9.00,7.00,in,74.00,4.00,4.00,"1,184.00",194.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,17.91,30.49,5.46,17.41,59.00,10.27,12.45,9.45,7.58,15.75,4.79,0.00,0.00,4.79,2.79,35.7,20.95,14.75,55.73,35.19,20.54
,1Z3X914A0391318982,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,6,lb,1.00,4.00,3.00,in,10.00,7.00,6.00,420.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,15.72,24.49,3.85,15.72,59.00,9.27,11.87,9.45,2.64,15.50,1.84,0.00,0.00,1.84,0.8,4.90,2.45,2.45,19.41,13.74,5.67
,1Z3X914A0391336159,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-01-24,5,lb,5.00,14.00,10.00,in,20.00,12.00,8.00,"1,920.00",194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,18.55,29.43,5.46,18.55,59.00,10.94,13.09,9.45,2.03,15.25,1.44,0.00,0.00,1.44,0.59,0,0,0,15.12,10.89,4.23
,1Z3X914A0391342731,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-14,4,lb,14.00,14.00,14.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,17.68,33.48,5.92,17.74,66.00,11.71,11.76,9.45,1.85,15.75,1.49,0.00,0.00,1.49,0.36,0,0,0,13.61,10.94,2.67
,1Z3X914A0391348011,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,66.00,18.00,17.66,9.45,3.55,15.75,1.87,0.00,0.00,1.87,1.68,4.90,2.45,2.45,26.11,13.77,12.34
,1Z3X914A0391354068,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,59.00,11.62,13.68,9.45,2.77,15.75,2.11,0.00,0.00,2.11,0.66,3.95,3.95,0,20.40,15.51,4.89
,1Z3X914A0391369614,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,5,lb,62.00,62.00,62.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,52.49,38.50,20.21,52.57,69.00,36.27,32.28,16.30,12.59,15.25,6.67,0.00,0.00,6.67,5.92,69.95,49.95,20,114.82,72.92,41.90
,1Z3X914A0391376660,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,56.00,56.00,56.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,32.90,38.51,12.67,32.94,69.00,22.73,20.23,10.21,10.11,15.25,5.55,0.00,0.00,5.55,4.56,44.95,26.2,18.75,75.29,41.96,33.33
,1Z3X914A0391413271,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,6,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,SCOTT,LA,70583,US,17.31,27.50,4.76,16.37,59.00,9.66,12.55,9.45,1.91,15.25,1.44,0.00,0.00,1.44,0.47,0,0,0,14.46,10.89,3.57
,1Z3X914A0391424625,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,5,lb,19.00,19.00,19.00,in,19.00,18.00,4.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,23.32,33.49,7.81,23.47,66.00,15.49,15.51,9.45,3.02,15.25,2.04,0.00,0.00,2.04,0.98,24.95,26.45,-1.5,43.48,37.94,5.54
,1Z3X914A0391466367,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,7,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,"FORT MILL",SC,29707,US,15.37,27.52,4.23,15.37,59.00,9.07,11.14,9.45,1.75,15.75,1.49,0.00,0.00,1.49,0.26,0,0,0,12.89,10.94,1.95
,1Z3X914A0391496272,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,45.00,48.00,45.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,25.52,38.28,9.77,25.52,69.00,17.61,15.75,9.45,3.25,15.75,1.87,0.00,0.00,1.87,1.38,4.90,2.45,2.45,23.90,13.77,10.13
,1Z3X914A0391505841,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,14.20,24.65,3.50,14.20,59.00,8.38,10.70,9.45,2.24,15.25,2.04,0.00,0.00,2.04,0.2,3.95,3.95,0,16.89,15.44,1.45
,1Z3X914A0391515956,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,4,lb,22.00,23.00,22.00,in,24.00,13.00,10.00,"3,120.00",194.00,PKG,LINDON,UT,84042,US,LONGMONT,CO,80504,US,21.45,35.10,7.53,21.45,69.00,14.80,13.92,9.45,2.19,15.50,1.46,0.00,0.00,1.46,0.73,0,0,0,16.11,10.91,5.20
,1Z3X914A0391531027,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,66.00,18.00,17.66,9.45,3.55,15.75,1.87,0.00,0.00,1.87,1.68,4.90,2.45,2.45,26.11,13.77,12.34
,1Z3X914A0391533687,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-13,2,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,12.56,14.81,1.86,12.35,59.00,7.29,10.70,9.45,2.46,15.75,1.87,0.00,0.00,1.87,0.59,4.90,2.45,2.45,18.06,13.77,4.29
,1Z3X914A0391534453,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,4,lb,17.00,48.00,35.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,30.43,21.39,6.51,30.43,69.00,21.00,23.92,9.45,3.77,15.75,1.49,0.00,0.00,1.49,2.28,0,0,0,27.69,10.94,16.75
,1Z3X914A0391595067,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,4,lb,1.00,3.00,2.00,in,10.00,7.00,5.00,350.00,194.00,PKG,LINDON,UT,84042,US,"SAN FRANCISCO",CA,94124,US,14.37,25.54,3.67,13.90,59.00,8.20,10.70,9.45,1.68,15.75,1.49,0.00,0.00,1.49,0.19,0,0,0,12.38,10.94,1.44
,1Z3X914A0391627031,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-22,2,lb,7.00,9.00,7.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,13.97,23.41,3.27,13.50,59.00,7.97,10.70,9.45,2.46,15.75,1.87,0.00,0.00,1.87,0.59,25.9,24.95,0.95,39.06,36.27,2.79
,1Z3X914A0391628870,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-24,6,lb,6.00,6.00,6.00,in,10.00,7.00,5.00,350.00,194.00,PKG,LINDON,UT,84042,US,CHANNELVIEW,TX,77530,US,17.49,30.53,5.34,17.49,59.00,10.32,12.15,9.45,1.88,15.25,1.44,0.00,0.00,1.44,0.44,0,0,0,14.03,10.89,3.14
,1Z3X914A0391629593,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-05,4,lb,52.00,52.00,52.00,in,24.00,18.00,12.00,"5,184.00",194.00,PKG,LINDON,UT,84042,US,SEVERANCE,CO,80550,US,39.12,33.38,13.06,39.21,69.00,27.05,26.06,12.16,11.80,15.50,6.29,0.00,0.00,6.29,5.51,50.05,28.43,21.62,87.91,46.88,41.03
,1Z3X914A0391635488,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,16.00,27.00,20.00,in,24.00,13.00,12.00,"3,744.00",194.00,PKG,LINDON,UT,84042,US,"CARIZZO SPRINGS",TX,78834,US,28.21,33.89,9.56,28.21,66.00,18.62,18.65,9.59,3.45,15.25,2.06,0.00,0.00,2.06,1.39,3.95,3.95,0,26.05,15.60,10.45
,1Z3X914A0391639760,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-19,5,lb,12.00,12.00,12.00,in,36.00,6.00,6.00,"1,296.00",194.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,18.85,33.53,6.32,18.91,66.00,12.48,12.53,9.45,2.52,15.25,2.04,0.00,0.00,2.04,0.48,3.95,3.95,0,19.00,15.44,3.56
,1Z3X914A0391640721,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,38.00,38.00,38.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,28.08,38.50,10.81,28.21,69.00,19.46,17.27,9.45,3.29,15.25,2.04,0.00,0.00,2.04,1.25,3.95,3.95,0,24.51,15.44,9.07
,1Z3X914A0391648965,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-13,8,lb,15.00,20.00,15.00,in,22.00,18.00,7.00,"2,772.00",194.00,PKG,LINDON,UT,84042,US,SPARTA,NJ,07871,US,38.23,33.48,12.80,31.10,66.00,20.53,25.43,10.57,4.56,15.25,2.21,0.00,0.00,2.21,2.35,3.95,3.95,0,33.94,16.73,17.21
,1Z3X914A0391659819,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-22,2,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,20.34,37.32,7.59,20.47,69.00,14.12,12.75,9.45,2.78,15.75,1.87,0.00,0.00,1.87,0.91,4.90,2.45,2.45,20.43,13.77,6.66
,1Z3X914A0391665642,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-26,3,lb,38.00,38.00,38.00,in,22.00,18.00,7.00,"2,772.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,28.08,38.50,10.81,28.21,69.00,19.46,17.27,9.45,3.29,15.25,2.04,0.00,0.00,2.04,1.25,3.95,3.95,0,24.51,15.44,9.07
,1Z3X914A0391668149,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-15,4,lb,60.00,60.00,60.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,40.28,38.51,15.51,40.28,69.00,27.79,24.77,12.49,10.36,15.75,5.47,0.00,0.00,5.47,4.89,41,22.25,18.75,76.13,40.21,35.92
,1Z3X914A0391668649,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,8.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,18.74,31.80,5.96,18.35,59.00,10.83,12.78,9.45,2.78,15.75,1.87,0.00,0.00,1.87,0.91,4.90,2.45,2.45,20.46,13.77,6.69
,1Z3X914A0391668701,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-02-22,5,lb,5.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,MEDINA,ND,58467,US,17.90,23.91,4.28,17.90,59.00,10.56,13.62,9.45,5.34,16.00,4.24,0.00,0.00,4.24,1.1,19.8,17.03,2.77,38.76,30.72,8.04
,1Z3X914A0391708033,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-12,5,lb,6.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,17.90,28.16,5.04,17.90,59.00,10.56,12.86,9.45,2.64,15.50,2.08,0.00,0.00,2.08,0.56,3.95,3.95,0,19.45,15.48,3.97
,1Z3X914A0391749883,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,6,lb,18.00,21.00,18.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,84042,US,HENDERSON,KY,42420,US,26.50,31.17,8.26,26.50,66.00,17.49,18.24,9.45,2.87,15.75,1.49,0.00,0.00,1.49,1.38,0,0,0,21.11,10.94,10.17
,1Z3X914A0391752799,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-06,2,lb,6.00,6.00,6.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,12.78,16.28,2.08,12.78,59.00,7.54,10.70,9.45,2.45,15.75,1.87,0.00,0.00,1.87,0.58,4.90,2.45,2.45,18.05,13.77,4.28
,1Z3X914A0391756679,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-18,4,lb,55.00,55.00,55.00,in,24.00,18.00,12.00,"5,184.00",194.00,PKG,LINDON,UT,84042,US,SEVERANCE,CO,80550,US,39.21,33.41,13.10,39.30,69.00,27.12,26.11,12.18,11.09,15.25,5.67,0.00,0.00,5.67,5.42,46.65,25.03,21.62,83.85,42.88,40.97
,1Z3X914A0391769834,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,54.00,54.00,54.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,47.79,38.50,18.40,48.12,69.00,33.20,29.39,14.92,12.69,16.00,6.54,0.00,0.00,6.54,6.15,49.9,25.95,23.95,91.98,47.41,44.57
,1Z3X914A0391771965,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-04-17,3,lb,16.00,17.00,16.00,in,24.00,12.00,8.00,"2,304.00",194.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,18.04,28.38,5.12,17.75,66.00,11.72,12.92,9.45,4.13,15.75,3.14,0.00,0.00,3.14,0.99,13.35,10.48,2.87,30.40,23.07,7.33
,1Z3X914A0391803475,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-19,8,lb,40.00,40.00,40.00,in,24.00,12.00,12.00,"3,456.00",194.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,63.95,38.51,24.63,63.95,69.00,44.13,39.32,19.82,6.19,15.50,3.07,0.00,0.00,3.07,3.12,0,0,0,45.51,22.89,22.62
,1Z3X914A0391828743,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-28,7,lb,30.00,48.00,35.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,WHEELING,WV,26003,US,52.65,19.77,10.41,52.65,69.00,36.33,42.24,16.32,6.65,15.75,2.57,0.00,0.00,2.57,4.08,0,0,0,48.89,18.89,30.00
,1Z3X914A0391831257,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,3.00,10.00,7.00,in,36.00,6.00,6.00,"1,296.00",194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,19.14,31.77,6.08,17.81,59.00,10.51,13.06,9.45,2.83,15.75,1.87,0.00,0.00,1.87,0.96,4.90,2.45,2.45,20.79,13.77,7.02
,1Z3X914A0391847473,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-12,5,lb,49.00,49.00,49.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,"OKLAHOMA CITY",OK,73160,US,47.26,38.51,18.20,47.50,69.00,32.78,29.06,14.73,4.57,15.75,2.32,0.00,0.00,2.32,2.25,0,0,0,33.63,17.05,16.58
,1Z3X914A0391855455,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,45.00,48.00,45.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,25.52,38.28,9.77,25.52,69.00,17.61,15.75,9.45,3.25,15.75,1.87,0.00,0.00,1.87,1.38,4.90,2.45,2.45,23.90,13.77,10.13
,1Z3X914A0391872061,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-29,5,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,RHAME,ND,58651,US,14.20,23.38,3.32,13.90,59.00,8.20,10.88,9.45,4.68,15.25,4.04,0.00,0.00,4.04,0.64,40.8,39.53,1.27,56.36,53.02,3.34
,1Z3X914A0391872874,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-16,5,lb,9.00,13.00,10.00,in,21.00,12.00,7.00,"1,764.00",194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79706,US,19.07,33.51,6.39,18.55,59.00,10.94,12.68,9.45,2.62,15.75,2.11,0.00,0.00,2.11,0.51,3.95,3.95,0,19.25,15.51,3.74
,1Z3X914A0391875988,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-08,7,lb,81.00,81.00,81.00,in,24.00,24.00,9.00,"5,184.00",194.00,PKG,LINDON,UT,84042,US,"WEST UNION",WV,26456,US,89.10,38.50,34.30,89.16,69.00,61.52,54.80,27.64,17.66,15.25,10.22,0.00,0.00,10.22,7.44,59.15,39.4,19.75,131.61,77.26,54.35
,1Z3X914A0391886510,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,30.80,36.01,11.09,30.84,69.00,21.28,19.71,9.56,3.94,16.00,1.92,0.00,0.00,1.92,2.02,4.90,2.45,2.45,28.55,13.93,14.62
,1Z3X914A0391892450,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,3.00,15.00,11.00,in,21.00,12.00,8.00,"2,016.00",194.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,18.65,27.83,5.19,18.65,66.00,12.31,13.46,9.45,2.67,15.25,2.04,0.00,0.00,2.04,0.63,3.95,3.95,0,20.08,15.44,4.64
,1Z3X914A0391892610,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-04-08,3,lb,5.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,14.98,24.63,3.69,14.98,59.00,8.84,11.29,9.45,3.88,15.50,3.09,0.00,0.00,3.09,0.79,13.35,10.48,2.87,28.52,23.02,5.50
,1Z3X914A0391934093,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-08,2,lb,50.00,50.00,50.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,26.17,38.52,10.08,26.28,69.00,18.13,16.09,9.45,3.30,15.50,1.84,0.00,0.00,1.84,1.46,4.90,2.45,2.45,24.29,13.74,10.55
,1Z3X914A0391941281,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,59.00,11.62,13.68,9.45,2.77,15.75,2.11,0.00,0.00,2.11,0.66,3.95,3.95,0,20.40,15.51,4.89
,1Z3X914A0391954606,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-12,5,lb,2.00,7.00,5.00,in,13.00,11.00,6.00,858.00,194.00,PKG,LINDON,UT,84042,US,FATE,TX,75087,US,16.64,27.28,4.54,16.64,59.00,9.82,12.10,9.45,1.88,15.25,1.44,0.00,0.00,1.44,0.44,0,0,0,13.98,10.89,3.09
,1Z3X914A0391964417,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-05,5,lb,3.00,10.00,7.00,in,36.00,6.00,6.00,"1,296.00",194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79705,US,18.50,31.78,5.88,17.41,59.00,10.27,12.62,9.45,1.99,15.75,1.49,0.00,0.00,1.49,0.5,0,0,0,14.61,10.94,3.67
,1Z3X914A0391974184,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,66.00,18.00,17.66,9.45,3.55,15.75,1.87,0.00,0.00,1.87,1.68,4.90,2.45,2.45,26.11,13.77,12.34
,1Z3X914A0391988973,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-04-17,3,lb,16.00,17.00,16.00,in,24.00,12.00,8.00,"2,304.00",194.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,18.04,28.38,5.12,17.75,66.00,11.72,12.92,9.45,4.13,15.75,3.14,0.00,0.00,3.14,0.99,13.35,10.48,2.87,30.40,23.07,7.33
