"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z3X914A0394625242,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-17,6,lb,2.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,18.74,30.47,5.71,18.35,34.00,6.24,13.03,12.11,2.74,15.25,2.59,0.00,0.00,2.59,0.15,4.90,4.90,0,20.67,19.60,1.07
,1Z3X914A0394629042,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-08,2,lb,50.00,50.00,50.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,26.17,38.52,10.08,26.28,42.00,11.04,16.09,15.24,3.30,15.50,3.12,0.00,0.00,3.12,0.18,4.90,4.90,0,24.29,23.26,1.03
,1Z3X914A0394632190,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,166.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,23.32,33.49,7.81,23.47,38.00,8.92,15.51,14.55,3.27,16.00,3.11,0.00,0.00,3.11,0.16,4.90,4.90,0,23.68,22.56,1.12
,1Z3X914A0394653499,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-25,6,lb,35.00,47.00,40.00,in,27.00,16.00,15.00,"6,480.00",166.00,PKG,LINDON,UT,84042,US,AUSTIN,TX,78758,US,49.92,30.47,15.21,49.92,42.00,20.97,34.71,28.95,5.47,15.75,4.56,0.00,0.00,4.56,0.91,0,0,0,40.18,33.51,6.67
,1Z3X914A0394656165,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-31,5,lb,5.00,5.00,5.00,in,11.00,10.00,5.00,550.00,166.00,PKG,LINDON,UT,84042,US,HOBBS,NM,88240,US,16.64,27.46,4.57,16.64,34.00,5.66,12.07,10.98,2.44,15.25,2.28,0.00,0.00,2.28,0.16,3.95,3.95,0,18.46,17.21,1.25
,1Z3X914A0394659171,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-05,6,lb,71.00,71.00,71.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,VICTORIA,TX,77901,US,67.46,38.51,25.98,67.51,42.00,28.35,41.48,39.16,13.62,15.75,13.02,0.00,0.00,13.02,0.6,45,43.5,1.5,100.10,95.68,4.42
,1Z3X914A0394659822,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-12,2,lb,4.00,10.00,8.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,14.29,25.12,3.59,13.89,34.00,4.72,10.70,10.70,2.46,15.50,2.42,0.00,0.00,2.42,0.04,4.90,4.90,0,18.06,18.02,0.04
,1Z3X914A0394664147,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-20,5,lb,45.00,68.00,57.00,in,26.00,19.00,19.00,"9,386.00",166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79706,US,50.88,38.50,19.59,46.56,42.00,19.56,31.29,27.00,5.51,15.50,4.76,0.00,0.00,4.76,0.75,23.2,24.7,-1.5,60.00,56.46,3.54
,1Z3X914A0394667644,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,34.00,6.69,13.68,13.00,2.77,15.75,2.67,0.00,0.00,2.67,0.1,3.95,3.95,0,20.40,19.62,0.78
,1Z3X914A0394671924,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-24,7,lb,1.00,3.00,3.00,in,10.00,7.00,5.00,350.00,166.00,PKG,LINDON,UT,84042,US,"HOMER CITY",PA,15748,US,16.24,27.46,4.46,16.24,34.00,5.52,11.78,10.72,2.44,15.25,2.24,0.00,0.00,2.24,0.2,3.95,3.95,0,18.17,16.91,1.26
,1Z3X914A0394689960,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-28,5,lb,39.00,39.00,39.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,ABILENE,TX,79606,US,39.95,38.52,15.39,40.16,42.00,16.87,24.56,23.29,3.93,16.00,3.73,0.00,0.00,3.73,0.2,0,0,0,28.49,27.02,1.47
,1Z3X914A0394699664,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-08,5,lb,12.00,12.00,12.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,GUTHRIE,OK,73044,US,18.85,33.53,6.32,18.91,38.00,7.19,12.53,11.72,2.74,15.50,2.58,0.00,0.00,2.58,0.16,4.90,4.90,0,20.17,19.20,0.97
,1Z3X914A0394705709,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-19,8,lb,50.00,50.00,50.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,74.72,38.50,28.77,74.72,42.00,31.38,45.95,43.34,7.24,15.50,6.72,0.00,0.00,6.72,0.52,0,0,0,53.19,50.06,3.13
,1Z3X914A0394708840,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,20.34,37.32,7.59,20.47,42.00,8.60,12.75,11.87,2.78,15.75,2.64,0.00,0.00,2.64,0.14,4.90,4.90,0,20.43,19.41,1.02
,1Z3X914A0394730968,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,29.00,29.00,29.00,in,25.00,24.00,5.00,"3,000.00",166.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,39.39,37.29,14.69,39.39,42.00,16.54,24.70,22.85,4.66,15.75,4.37,0.00,0.00,4.37,0.29,4.90,4.90,0,34.26,32.12,2.14
,1Z3X914A0394737827,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-02-26,6,lb,7.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,SUMMERVILLE,TX,77879,US,18.74,26.41,4.95,18.35,34.00,6.24,13.79,12.11,4.34,16.00,3.84,0.00,0.00,3.84,0.5,13.35,11.86,1.49,31.48,27.81,3.67
,1Z3X914A0394753998,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-04,3,lb,7.00,19.00,16.00,in,24.00,12.00,9.00,"2,592.00",166.00,PKG,LINDON,UT,84042,US,BAIROIL,WY,82322,US,19.14,34.80,6.66,17.75,38.00,6.75,12.48,11.01,4.19,15.75,3.96,0.00,0.00,3.96,0.23,14.15,14.15,0,30.82,29.12,1.70
,1Z3X914A0394754657,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-19,8,lb,52.00,104.00,87.00,in,25.00,24.00,24.00,"14,400.00",166.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,93.57,29.65,27.74,93.57,42.00,39.30,65.83,54.27,16.89,15.50,15.06,0.00,0.00,15.06,1.83,41.4,42.9,-1.5,124.12,112.23,11.89
,1Z3X914A0394757109,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-27,6,lb,43.00,43.00,43.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,VICTORIA,TX,77901,US,55.07,38.50,21.20,55.37,42.00,23.26,33.87,32.11,5.42,16.00,5.14,0.00,0.00,5.14,0.28,0,0,0,39.29,37.25,2.04
,1Z3X914A0394765501,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,5,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,16.64,27.46,4.57,16.08,34.00,5.47,12.07,10.70,2.52,15.75,2.31,0.00,0.00,2.31,0.21,3.95,3.95,0,18.54,16.96,1.58
,1Z3X914A0394794391,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,4,lb,36.00,36.00,36.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,"LA SALLE",CO,80645,US,30.76,38.52,11.85,30.91,42.00,12.98,18.91,17.93,3.60,15.50,3.39,0.00,0.00,3.39,0.21,3.95,3.95,0,26.46,25.27,1.19
,1Z3X914A0394799350,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-01-09,5,lb,25.00,29.00,25.00,in,25.00,13.00,12.00,"3,900.00",166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,27.74,22.57,6.26,27.74,42.00,11.65,21.48,16.09,5.09,15.25,3.96,0.00,0.00,3.96,1.13,11.35,9.86,1.49,37.92,29.91,8.01
,1Z3X914A0394852292,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-23,2,lb,35.00,35.00,35.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,ROOSEVELT,UT,84066,US,22.01,38.48,8.47,22.12,42.00,9.29,13.54,12.83,2.95,16.00,2.84,0.00,0.00,2.84,0.11,4.90,4.90,0,21.39,20.57,0.82
,1Z3X914A0394854825,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-04,5,lb,4.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,16.64,27.46,4.57,16.08,34.00,5.47,12.07,10.70,1.87,15.50,1.66,0.00,0.00,1.66,0.21,0,0,0,13.94,12.36,1.58
,1Z3X914A0394863628,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-17,5,lb,96.00,96.00,96.00,in,24.00,24.00,18.00,"10,368.00",166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79766,US,75.31,33.40,25.15,75.31,42.00,31.63,50.16,43.68,16.24,15.25,14.80,0.00,0.00,14.8,1.44,56.35,53.36,2.99,122.75,111.84,10.91
,1Z3X914A0394917650,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-21,6,lb,23.00,30.00,25.00,in,73.00,8.00,7.00,"4,088.00",166.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77032,US,40.03,36.00,14.41,33.87,42.00,14.23,25.62,19.64,9.18,16.00,8.02,0.00,0.00,8.02,1.16,31.75,30.5,1.25,66.55,58.16,8.39
,1Z3X914A0394921761,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-23,4,lb,65.00,65.00,65.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,42.11,38.49,16.21,42.11,42.00,17.69,25.90,24.42,10.71,16.00,10.47,0.00,0.00,10.47,0.24,41,41,0,77.61,75.89,1.72
,1Z3X914A0394927087,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-16,4,lb,4.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,15.33,27.46,4.21,15.11,34.00,5.14,11.12,10.70,1.75,15.75,1.69,0.00,0.00,1.69,0.06,0,0,0,12.87,12.39,0.48
,1Z3X914A0394929094,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-19,8,lb,50.00,50.00,50.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,74.72,38.50,28.77,74.72,42.00,31.38,45.95,43.34,7.24,15.50,6.72,0.00,0.00,6.72,0.52,0,0,0,53.19,50.06,3.13
,1Z3X914A0394938431,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,5,lb,1.00,3.00,3.00,in,10.00,7.00,5.00,350.00,166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,15.10,27.48,4.15,15.10,34.00,5.13,10.95,10.70,2.35,15.75,2.31,0.00,0.00,2.31,0.04,3.95,3.95,0,17.25,16.96,0.29
,1Z3X914A0394963001,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-19,5,lb,28.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,40.17,27.66,11.11,40.17,42.00,16.87,29.06,23.30,5.03,15.25,4.16,0.00,0.00,4.16,0.87,3.95,3.95,0,38.04,31.41,6.63
,1Z3X914A0394979165,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-28,7,lb,30.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,WHEELING,WV,26003,US,58.65,27.98,16.41,58.65,42.00,24.63,42.24,34.02,6.65,15.75,5.36,0.00,0.00,5.36,1.29,0,0,0,48.89,39.38,9.51
,1Z3X914A0394985621,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,54.00,54.00,54.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,47.79,38.50,18.40,48.12,42.00,20.21,29.39,27.91,12.69,16.00,12.21,0.00,0.00,12.21,0.48,49.9,48.4,1.5,91.98,88.52,3.46
,1Z3X914A0394992631,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-02-05,5,lb,7.00,15.00,13.00,in,21.00,12.00,8.00,"2,016.00",166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,19.13,24.26,4.64,19.13,38.00,7.27,14.49,11.86,3.12,15.25,2.44,0.00,0.00,2.44,0.68,5.65,4.16,1.49,23.26,18.46,4.80
,1Z3X914A0394993925,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-27,6,lb,42.00,42.00,42.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,VICTORIA,TX,77901,US,52.23,38.50,20.11,52.23,42.00,21.94,32.12,30.29,5.14,16.00,4.85,0.00,0.00,4.85,0.29,0,0,0,37.26,35.14,2.12
,1Z3X914A0394999223,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-01-09,5,lb,25.00,29.00,25.00,in,25.00,13.00,12.00,"3,900.00",166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,27.74,22.57,6.26,27.74,42.00,11.65,21.48,16.09,5.09,15.25,3.96,0.00,0.00,3.96,1.13,11.35,9.86,1.49,37.92,29.91,8.01
,1Z3X914A0395008809,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-03-14,5,lb,62.00,62.00,62.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,TUTTLE,OK,73089,US,52.49,33.40,17.53,52.57,42.00,22.08,34.96,30.49,14.38,15.75,13.21,0.00,0.00,13.21,1.17,56.35,53.36,2.99,105.69,97.06,8.63
,1Z3X914A0395032167,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-10,6,lb,46.00,46.00,46.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,KILGORE,TX,75662,US,56.86,38.52,21.90,56.86,42.00,23.88,34.96,32.98,6.13,15.50,5.72,0.00,0.00,5.72,0.41,3.95,3.95,0,45.04,42.65,2.39
,1Z3X914A0395033086,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,5,lb,48.00,48.00,48.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,47.24,39.80,18.80,47.49,42.00,19.95,28.44,27.54,5.10,15.75,4.96,0.00,0.00,4.96,0.14,3.95,3.95,0,37.49,36.45,1.04
,1Z3X914A0395042290,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,5,lb,48.00,48.00,48.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,47.24,39.80,18.80,47.49,42.00,19.95,28.44,27.54,5.10,15.75,4.96,0.00,0.00,4.96,0.14,3.95,3.95,0,37.49,36.45,1.04
,1Z3X914A0395063722,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-25,5,lb,9.00,27.00,23.00,in,24.00,13.00,12.00,"3,744.00",166.00,PKG,LINDON,UT,84042,US,STILLWATER,OK,74074,US,25.64,28.71,7.36,25.64,42.00,10.77,18.28,14.87,3.65,15.75,2.34,0.00,0.00,2.34,1.31,25.9,22.5,3.4,26.83,17.21,9.62
,1Z3X914A0395143458,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-03,4,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,25.40,37.28,9.47,25.56,42.00,10.74,15.93,14.82,2.51,15.75,2.33,0.00,0.00,2.33,0.18,0,0,0,18.44,17.15,1.29
,1Z3X914A0395151252,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-21,5,lb,60.00,60.00,60.00,in,24.00,24.00,8.00,"4,608.00",166.00,PKG,LINDON,UT,84042,US,ORLA,TX,79770,US,51.26,39.80,20.40,51.38,42.00,21.58,30.86,29.80,14.18,15.75,13.77,0.00,0.00,13.77,0.41,59.15,57.65,1.5,104.19,101.22,2.97
,1Z3X914A0395156560,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-01-10,5,lb,16.00,45.00,38.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79766,US,38.67,23.48,9.08,38.67,42.00,16.24,29.59,22.43,6.35,15.25,4.92,0.00,0.00,4.92,1.43,11.35,9.86,1.49,47.29,37.21,10.08
,1Z3X914A0395158504,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-23,5,lb,58.00,58.00,58.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,WATONGA,OK,73772,US,49.52,33.40,16.54,49.60,42.00,20.83,32.98,28.77,14.16,15.25,12.83,0.00,0.00,12.83,1.33,58.35,55.36,2.99,105.49,96.96,8.53
,1Z3X914A0395217682,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-08,5,lb,23.00,30.00,25.00,in,24.00,13.00,13.00,"4,056.00",166.00,PKG,LINDON,UT,84042,US,"WICHITA FALLS",TX,76306,US,27.74,26.24,7.28,27.74,42.00,11.65,20.46,16.09,3.23,15.50,2.49,0.00,0.00,2.49,0.74,0,0,0,23.69,18.58,5.11
,1Z3X914A0395241799,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-12,4,lb,25.00,30.00,25.00,in,24.00,13.00,13.00,"4,056.00",166.00,PKG,LINDON,UT,84042,US,GILLETTE,WY,82716,US,23.16,26.04,6.03,23.16,42.00,9.73,17.13,13.43,3.32,15.75,2.74,0.00,0.00,2.74,0.58,3.95,3.95,0,24.40,20.12,4.28
,1Z3X914A0395382726,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,2,lb,6.00,10.00,8.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,14.29,25.12,3.59,13.89,34.00,4.72,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,4.90,4.90,0,18.06,18.06,0.00
,1Z3X914A0395396551,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-23,5,lb,6.00,10.00,8.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,KERMIT,TX,79745,US,18.50,30.49,5.64,17.90,34.00,6.09,12.86,11.81,2.61,15.25,2.40,0.00,0.00,2.4,0.21,3.95,3.95,0,19.42,18.16,1.26
,1Z3X914A0395423959,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,5,lb,43.00,48.00,43.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,43.86,33.74,14.80,43.86,42.00,18.42,29.06,25.44,5.20,15.50,4.56,0.00,0.00,4.56,0.64,3.95,3.95,0,38.21,33.95,4.26
,1Z3X914A0395429257,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-20,2,lb,2.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,LINDON,UT,84042,US,VERNAL,UT,84078,US,11.53,7.20,0.83,11.53,34.00,3.92,10.70,10.70,2.50,16.00,2.50,0.00,0.00,2.5,0,4.90,4.90,0,18.10,18.10,0.00
,1Z3X914A0395465904,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,5,lb,70.00,83.00,70.00,in,40.00,18.00,16.00,"11,520.00",166.00,PKG,LINDON,UT,84042,US,ABILENE,TX,79606,US,64.90,38.51,24.99,56.91,42.00,23.90,39.91,33.01,13.37,15.50,11.86,0.00,0.00,11.86,1.51,45,43.5,1.5,98.28,88.37,9.91
,1Z3X914A0395470756,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-03-14,5,lb,53.00,53.00,53.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,TUTTLE,OK,73089,US,47.70,33.40,15.93,48.03,42.00,20.17,31.77,27.86,13.88,15.75,12.79,0.00,0.00,12.79,1.09,56.35,53.36,2.99,102.00,94.01,7.99
,1Z3X914A0395529149,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-03,5,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,16.64,27.46,4.57,16.08,34.00,5.47,12.07,10.70,2.48,15.50,2.27,0.00,0.00,2.27,0.21,3.95,3.95,0,18.50,16.92,1.58
,1Z3X914A0395585409,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,5,lb,9.00,30.00,25.00,in,24.00,13.00,13.00,"4,056.00",166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,27.74,27.51,7.63,27.74,42.00,11.65,20.11,16.09,3.79,15.75,3.16,0.00,0.00,3.16,0.63,3.95,3.95,0,27.85,23.20,4.65
,1Z3X914A0395640090,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-05,5,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,30.80,36.01,11.09,30.84,42.00,12.95,19.71,17.89,3.81,15.25,3.48,0.00,0.00,3.48,0.33,4.90,4.90,0,28.42,26.27,2.15
